dominant_biome,air,andesite,cave_air,clay,deepslate,diamond_ore,diorite,dirt,granite,grass_block,gravel,kelp_plant,lava,moss_block,sand,seagrass,short_grass,stone,tall_seagrass,tuff,water
river,67672,1059,0,15,11799,4,1009,914,1326,6,576,0,1,0,209,24,0,9236,30,1832,1446
river,66804,1082,0,9,13695,0,1258,603,1420,124,361,0,52,0,193,13,8,10287,2,888,295
plains,67171,1652,0,1,13106,10,1054,726,795,96,272,0,0,0,112,2,13,8618,2,1424,2111
plains,66924,546,0,7,13747,2,1413,813,927,11,538,0,30,0,145,0,4,7692,0,1089,3251
plains,67083,1163,0,0,13138,0,1472,705,766,0,558,0,85,0,346,0,0,8624,0,1737,1552
plains,71165,860,0,8,10263,0,1072,667,811,0,574,0,0,0,273,0,0,7668,0,1264,2586
plains,75679,1195,0,26,9040,0,431,435,201,4,380,0,0,0,263,0,4,6105,0,999,2567
plains,77525,227,0,0,9176,0,663,433,304,85,180,0,18,0,194,0,17,5307,0,745,2398
plains,71881,790,0,0,12637,0,750,867,793,256,285,0,2,0,0,0,54,5863,0,662,2388
plains,67455,412,0,0,13579,0,962,661,1114,201,597,0,0,0,92,0,45,9341,0,1097,1581
plains,65692,964,0,0,14383,0,929,1044,1119,256,607,0,0,0,0,0,55,10707,0,1070,336
plains,65276,1868,0,0,14140,0,740,1085,1242,256,261,0,0,0,0,0,54,10792,0,1370,56
plains,66109,1072,20,24,13883,0,668,866,838,217,337,0,0,0,0,0,42,11199,0,978,863
plains,65604,632,0,0,13748,0,1003,1316,837,257,454,0,0,0,0,0,50,11486,0,991,808
plains,64100,853,22,0,15235,0,637,1263,1074,256,244,0,12,0,0,0,48,12330,0,1082,0
plains,62390,1921,25,0,14608,0,589,892,1199,256,546,0,8,0,0,0,33,13477,0,1241,0
plains,59114,1055,0,0,14008,0,964,926,1227,256,837,0,0,0,0,0,55,16965,0,1515,0
plains,60052,1213,0,0,13928,0,1325,1032,694,256,656,0,0,0,0,0,53,16136,0,1694,0
plains,61798,1134,0,0,12969,0,794,1563,995,260,327,0,87,0,0,0,29,15865,0,1169,0
plains,61482,1629,0,0,11332,0,619,1698,1048,373,302,0,0,0,0,0,39,17994,0,350,174
plains,68072,1088,0,0,7377,0,1021,1473,1012,345,549,0,31,0,0,0,31,15624,0,516,6
plains,67474,1029,0,0,8603,0,859,1235,1912,304,422,0,327,0,0,0,45,13654,0,622,698
plains,62671,1292,0,0,14545,0,688,1271,1272,272,531,0,61,0,0,0,61,13119,0,557,762
plains,62595,997,0,0,14579,4,1078,1232,880,256,519,0,0,0,0,0,44,13047,0,1612,302
plains,64048,946,0,0,14025,6,773,1206,1207,256,980,0,0,0,0,0,48,11556,0,1403,614
plains,66061,1245,0,0,13691,0,1522,1279,1023,256,662,0,0,0,0,0,50,10428,0,977,1
plains,67211,1212,0,0,12876,0,848,1080,982,256,539,0,0,0,0,0,63,11440,0,669,1
plains,65883,1392,0,0,14253,0,1310,786,757,233,483,0,0,0,0,0,54,10550,0,1444,32
river,65776,1171,0,6,15242,0,1075,684,1051,35,833,0,12,0,45,10,12,9424,12,872,822
river,66061,1105,0,13,14569,0,1006,628,1701,5,702,0,0,0,276,16,0,7949,40,1344,1705
plains,65122,1258,0,0,14376,0,996,1125,600,242,316,0,0,0,56,0,54,10754,0,1400,157
plains,66705,1081,0,0,14368,2,1093,1070,1357,255,464,0,0,0,0,0,57,9625,0,994,1
plains,65827,1262,0,0,14026,0,1129,1091,1489,261,399,0,0,0,0,0,50,10470,0,1113,2
plains,65398,1070,0,0,13708,0,1248,1315,918,256,563,0,0,0,0,0,52,11135,0,1443,31
plains,65432,1217,0,0,13894,0,1282,1322,1567,256,360,0,0,0,0,0,33,9846,0,1521,342
plains,63397,1331,0,0,13586,0,881,999,819,256,612,0,152,0,0,0,17,12482,0,1204,1296
plains,64828,544,136,0,14282,0,859,796,1313,273,641,0,26,0,0,0,20,11005,0,684,1600
plains,62920,1046,0,0,13955,0,1644,632,825,232,553,0,40,0,140,0,15,13281,0,1430,398
plains,60791,1235,0,0,15160,0,659,844,1121,212,489,0,0,0,78,0,41,15052,0,1031,337
plains,61823,1280,0,0,14256,0,679,695,1170,265,148,0,0,0,0,0,34,13758,0,1357,955
windswept_gravelly_hills,65588,892,0,0,15247,0,1424,464,624,15,923,0,0,0,32,0,4,8970,0,1032,1957
windswept_gravelly_hills,62433,1144,66,0,13169,0,654,455,1652,36,863,0,68,0,41,0,0,14610,0,1801,93
windswept_gravelly_hills,58465,1195,112,0,12850,4,1058,840,910,85,885,0,535,0,0,0,0,18794,0,958,206
windswept_gravelly_hills,61901,1354,47,0,12547,0,701,904,1446,186,627,0,636,0,0,0,2,15178,0,1202,301
windswept_gravelly_hills,59102,1354,527,0,12963,0,771,574,1130,80,796,0,0,0,0,0,2,18032,0,1428,125
windswept_gravelly_hills,58322,1262,96,0,14305,0,1781,708,1129,57,1309,0,0,0,0,0,2,17199,0,438,372
windswept_gravelly_hills,55875,1014,88,0,14126,0,860,654,1024,48,1512,0,1,0,0,0,0,19892,0,1190,459
windswept_gravelly_hills,53410,1062,54,0,14433,0,1582,733,786,107,981,0,0,0,0,0,16,20862,0,782,1606
plains,55425,960,118,0,13573,4,608,920,814,257,719,0,2,0,0,0,49,20896,0,953,793
plains,59318,1078,39,0,14501,0,1462,1181,1487,304,551,0,0,0,0,0,24,14990,0,1276,940
plains,63546,1161,0,0,14463,0,1127,1272,1190,365,407,0,0,0,0,0,31,11214,0,1214,1161
plains,57652,1732,0,0,13419,0,1380,1092,1306,292,582,0,0,0,0,0,20,17002,0,1727,918
river,64240,974,0,0,13273,0,981,605,1019,132,981,0,0,0,256,0,6,11692,0,1627,1373
plains,67580,1278,0,13,12664,0,1562,1023,179,19,554,0,0,0,198,1,5,8590,0,1150,2460
plains,66387,1157,0,0,14058,0,1141,919,983,79,554,0,0,0,172,0,25,9052,0,1004,1664
plains,66231,1027,0,0,13558,0,1146,687,669,255,637,0,0,0,3,0,86,11171,0,1312,441
plains,66400,1130,0,0,14528,0,1405,912,1394,244,727,0,1,0,0,0,58,8716,0,1098,471
plains,65974,1345,0,0,14380,0,580,1147,1282,204,504,0,0,0,26,0,46,9971,0,1361,321
plains,65837,1437,0,29,14903,0,692,701,1132,82,472,0,0,0,48,1,26,10266,0,1341,253
plains,65917,983,0,16,15106,2,1061,665,1388,75,530,0,0,0,158,0,11,9456,2,879,339
plains,66541,1142,0,0,14451,0,1322,886,759,232,312,0,0,0,35,0,72,9968,0,895,142
plains,67582,1064,0,0,12645,0,931,969,1617,199,514,0,1,0,3,0,53,9742,0,1363,447
plains,66075,1360,0,12,14752,0,673,864,1163,137,298,0,105,0,112,0,34,10160,0,1131,279
plains,66269,1254,0,13,14126,0,1571,1227,931,7,700,0,177,0,135,0,0,8957,0,879,930
plains,66722,898,27,13,14228,1,993,865,393,0,639,0,98,0,222,0,0,7930,0,811,3350
river,66184,1368,0,0,14080,0,723,718,1051,0,483,0,150,0,298,0,0,7248,0,1034,3965
river,67406,900,0,8,12591,1,1301,375,731,0,518,0,9,0,132,19,0,7456,24,1392,4315
plains,67601,1543,22,17,12851,5,1117,419,796,3,395,0,0,0,284,0,0,7960,0,1621,2526
plains,67867,1816,0,0,13461,0,624,534,811,227,347,0,0,0,41,0,37,10053,0,800,568
plains,65559,1140,0,0,14113,0,990,756,544,256,215,0,0,0,0,0,33,12015,0,1374,141
forest,62547,684,0,0,14007,0,886,1018,1347,290,493,0,0,0,0,0,13,13943,0,1655,65
forest,62352,1211,0,0,13609,0,1552,1424,1214,250,496,0,0,0,0,0,5,12654,0,1786,56
forest,64060,856,0,0,13678,0,1505,1474,979,251,411,0,46,0,0,0,7,12074,0,1401,30
forest,62670,1233,0,0,14128,0,1099,1353,744,314,272,0,12,0,0,0,8,13294,0,892,0
forest,61399,988,0,0,13593,0,931,1449,648,365,747,0,0,0,0,0,4,14315,0,1240,255
forest,62038,900,0,0,12831,0,836,1260,1278,309,647,0,60,0,0,0,3,14193,0,1290,287
forest,63271,932,0,0,12721,0,1139,980,1121,251,405,0,299,0,0,0,11,12747,0,861,301
forest,63696,1203,0,0,11093,0,1046,855,830,248,610,0,13,0,0,0,1,12863,0,938,262
forest,65159,1058,129,0,10943,0,640,1028,964,249,221,0,67,0,0,0,5,12036,0,1012,87
forest,63545,1983,13,0,13081,0,1645,689,834,253,554,0,536,0,0,0,6,11426,0,1080,0
forest,63442,1391,0,0,14649,2,1266,894,974,253,775,0,10,0,0,0,0,11611,0,1174,0
forest,65177,1595,0,0,14142,0,1592,990,938,246,392,0,1,0,0,0,10,9745,0,1524,44
birch_forest,65479,1339,0,0,14370,5,848,904,1537,250,626,0,0,0,0,0,8,10050,0,1106,3
birch_forest,66390,1211,0,0,13963,0,1224,1401,1381,253,227,0,1,0,0,0,10,9884,0,947,1
birch_forest,65622,1132,0,0,13576,0,969,1008,1201,251,616,0,24,0,0,0,8,10769,0,1552,26
birch_forest,65614,1870,0,0,14634,0,922,923,543,248,383,0,0,0,0,0,13,10425,0,1028,31
birch_forest,65610,1602,0,0,14542,0,1339,1134,998,249,456,0,0,0,0,0,14,9817,0,797,0
birch_forest,65302,1133,0,0,14292,0,1151,1002,1262,251,790,0,89,0,0,0,10,9920,0,1013,0
birch_forest,65066,936,0,0,12261,0,1166,913,1271,251,380,0,22,0,0,0,3,11290,0,770,0
birch_forest,65007,1328,0,3,14382,0,935,676,1290,250,705,0,1,0,0,0,13,11289,0,874,0
birch_forest,64152,1086,0,361,14494,0,1104,730,1847,252,680,0,0,44,0,0,14,10654,0,1076,412
birch_forest,61972,907,40,391,13637,0,818,909,992,244,632,0,0,5,0,0,8,13326,0,1323,728
dark_forest,65414,751,90,942,11310,0,1143,1026,770,244,719,0,0,256,0,0,3,11967,0,1258,230
dark_forest,68063,1264,116,604,12518,0,718,383,1012,109,514,0,2,202,0,0,20,10060,0,1006,115
dark_forest,65302,1166,293,485,13153,0,1162,672,885,213,468,0,102,166,0,0,29,11325,0,1014,49
dark_forest,64856,818,147,499,12260,0,1274,1180,1220,246,695,0,88,36,0,0,17,10796,0,1469,1
dark_forest,65117,1920,0,991,13129,0,1158,1078,1138,238,551,0,69,0,0,0,7,10272,0,510,1
dark_forest,62715,1047,0,822,13937,2,1861,963,1231,240,261,0,3,0,0,0,8,11305,0,1853,0
dark_forest,62679,902,0,463,14290,2,1786,882,1016,247,532,0,0,0,0,0,10,12039,0,1543,0
dark_forest,63554,797,0,662,13409,0,1258,814,1125,237,592,0,0,0,0,0,5,12415,0,1251,0
dark_forest,63463,1546,0,938,13620,0,1367,1125,801,242,566,0,23,0,0,0,11,11431,0,1379,0
dark_forest,65066,1069,0,1213,13524,0,1210,1187,1164,243,652,0,0,74,0,0,40,10215,0,574,31
dark_forest,63979,690,0,660,13543,0,969,1367,1283,237,741,0,0,255,0,0,74,11307,0,895,27
dark_forest,64641,1260,0,817,13660,0,1030,1287,1178,246,501,0,0,67,0,0,9,10201,0,1509,4
dark_forest,65255,1205,0,1171,14073,0,993,1326,1167,244,508,0,74,39,0,0,10,9136,0,1258,7
dark_forest,66648,909,0,801,12942,2,820,1111,1399,236,383,0,335,289,0,0,51,9790,0,779,46
dark_forest,67683,703,0,1676,11120,0,1149,981,589,244,410,0,570,550,0,0,70,10215,0,157,80
dark_forest,73326,244,0,2130,9995,0,169,784,756,241,151,0,246,725,0,0,101,5916,0,671,652
dark_forest,70746,920,0,791,11733,0,781,514,982,158,454,0,148,840,88,0,179,6167,0,1192,244
dark_forest,67921,1119,0,1005,13949,0,831,641,1291,51,306,0,4,400,376,9,59,7328,14,886,495
dark_forest,67295,1092,0,923,14056,0,1316,1063,709,54,531,0,1,315,297,0,66,7506,0,1174,490
river,66445,1179,0,916,13836,2,1354,1069,590,0,504,0,0,21,220,20,1,7486,20,1171,2226
river,66480,1046,0,788,13995,0,558,921,649,0,359,0,0,73,129,29,26,8949,46,1128,2026
river,67826,407,0,764,13489,0,519,718,945,0,367,0,0,402,240,15,104,8615,20,986,1598
dark_forest,68295,844,0,826,12301,0,830,1005,431,0,380,0,0,180,235,7,17,7935,6,1961,1023
dark_forest,66140,1078,0,622,14709,0,1319,906,1144,0,487,0,0,1,383,0,0,9084,0,828,489
dark_forest,66520,1267,0,504,12170,0,1044,726,946,0,461,0,0,0,226,0,0,10276,0,1440,509
river,66474,1475,0,520,13795,0,507,457,800,0,550,0,1,0,193,10,0,10448,14,942,985
river,65908,1308,113,189,14398,1,907,302,1090,0,745,0,0,0,350,24,0,9547,26,1028,1152
river,66248,1229,136,201,14196,0,1106,465,1007,0,625,0,1,0,78,25,0,8281,36,1291,2221
river,66340,792,258,218,13958,0,1063,348,936,0,833,0,0,11,24,30,3,7841,22,1355,3152
river,66215,1228,318,492,14367,5,1435,485,552,35,326,0,53,0,20,21,2,8389,40,1098,2027
dark_forest,65438,1165,149,120,14744,0,974,726,1385,131,350,0,0,0,54,0,5,9804,0,973,781
dark_forest,65604,1246,278,221,14164,0,752,572,804,95,354,0,0,0,199,5,2,10136,8,1715,734
dark_forest,65521,1330,222,153,13964,0,889,907,981,165,452,0,26,0,2,1,3,10392,0,1181,330
dark_forest,65412,1032,246,630,14047,0,924,973,801,208,515,0,107,0,101,0,1,9858,0,1113,293
dark_forest,65973,443,202,399,14232,0,977,904,1080,47,360,0,72,0,322,0,1,9958,0,1126,788
river,65806,1274,16,180,14251,7,774,709,615,0,562,0,29,0,416,21,0,9205,12,1093,2198
river,65997,1313,0,610,14154,0,916,802,1155,55,213,0,170,79,53,16,2,9054,12,955,1416
dark_forest,66356,1097,0,390,13272,0,1290,551,1361,245,561,0,276,352,0,0,26,9400,0,601,556
dark_forest,71634,1145,0,354,7889,0,791,580,1420,241,304,0,13,322,0,0,10,10277,0,589,882
dark_forest,76062,1150,0,347,6165,0,870,760,748,239,70,0,0,527,0,0,32,8318,0,72,185
dark_forest,77176,979,0,803,5801,0,751,1029,755,234,54,0,0,497,0,0,34,7420,0,527,9
dark_forest,71423,1186,0,402,7580,0,802,1088,1057,251,416,0,1,271,0,0,13,10546,0,1118,0
dark_forest,71218,1178,0,272,8538,0,969,1228,754,264,375,0,23,255,0,0,6,11069,0,428,0
dark_forest,71630,1356,0,577,7594,0,770,828,817,247,679,0,0,271,0,0,33,10844,0,810,0
dark_forest,67308,1463,0,668,13074,0,970,734,847,249,512,0,0,48,0,0,13,9979,0,596,0
dark_forest,70146,722,0,526,12364,0,1452,744,621,240,549,0,0,60,0,0,9,8159,0,902,0
dark_forest,66934,771,0,714,14550,1,371,1047,1120,245,376,0,0,185,0,0,30,9140,0,632,259
dark_forest,67127,1074,33,744,13031,0,1365,1192,662,175,582,0,0,261,17,4,4,8944,2,1141,173
river,66184,516,367,1235,12962,0,1360,741,693,0,309,0,0,49,256,30,10,9725,22,1033,1517
dark_forest,65780,989,144,951,13649,0,1467,634,849,88,381,0,120,15,273,0,4,9270,0,1561,535
dark_forest,65437,1388,0,297,14512,0,1287,1241,1235,238,579,0,0,5,0,0,11,8877,0,1027,213
dark_forest,65383,1042,0,494,13526,0,1061,895,660,236,542,0,0,128,0,0,50,10429,0,1706,88
dark_forest,66298,1472,0,619,12517,0,1530,1342,934,241,303,0,30,270,0,0,35,8901,0,1604,27
dark_forest,65064,696,0,759,13337,0,1232,1180,1714,246,416,0,0,52,0,0,19,9744,0,1663,0
dark_forest,64305,910,0,1121,13796,0,891,1325,657,279,296,0,0,98,0,0,48,10460,0,1291,2
old_growth_pine_taiga,66234,1005,0,862,11569,2,1353,886,856,91,636,0,0,341,0,0,46,11096,0,1394,2
old_growth_pine_taiga,63975,715,0,546,14047,0,994,868,1148,68,574,0,0,70,288,0,1,12093,0,1268,19
beach,66369,754,0,945,14132,0,1007,481,566,0,469,0,0,190,552,0,58,9302,0,1262,372
old_growth_pine_taiga,67561,1032,0,825,13831,2,835,590,1118,6,336,0,0,408,523,0,62,8094,0,1005,470
beach,67288,844,0,1212,14278,0,1111,153,545,19,148,0,0,174,683,0,35,7602,0,1447,1075
old_growth_pine_taiga,65234,522,0,529,14026,0,1211,610,1089,62,303,0,0,66,296,0,27,9242,0,1570,1459
old_growth_pine_taiga,64280,655,0,260,13662,0,723,574,1189,72,523,0,0,149,188,0,47,12229,0,1476,297
old_growth_pine_taiga,64903,1428,0,608,13588,0,1069,660,984,23,502,0,0,0,462,0,7,10727,0,1103,102
taiga,64497,1492,0,264,14494,0,811,1035,916,235,633,0,0,0,65,0,7,10877,0,1382,0
taiga,65443,1169,0,452,14321,0,1433,878,1056,250,640,0,0,6,0,0,2,9788,0,1218,0
taiga,65301,1576,0,123,14434,0,605,711,1128,242,501,0,0,40,0,0,2,10892,0,1126,0
taiga,64885,1351,0,61,14591,0,1299,430,725,251,547,0,1,33,0,0,1,11713,0,768,0
taiga,64137,928,0,23,14490,0,969,756,1549,249,274,0,0,10,0,0,0,12001,0,1021,0
taiga,63964,892,92,0,15241,0,937,984,1306,254,387,0,0,0,0,0,2,11585,0,1111,1
taiga,65149,1299,277,0,14623,3,1113,1321,1669,253,320,0,0,0,0,0,0,9821,0,900,0
taiga,68722,927,226,0,9748,0,913,1251,1033,252,532,0,0,0,0,0,1,10714,0,980,72
taiga,68278,1169,71,0,10764,0,1023,1597,1115,250,371,0,0,0,0,0,0,10706,0,431,897
taiga,65197,838,0,0,14046,0,391,1239,1050,237,514,0,0,0,31,0,0,10723,0,962,1532
river,65746,1374,0,16,14763,0,720,641,1164,31,272,0,0,0,404,17,0,7699,6,1404,2867
river,65274,1197,0,0,15261,0,1168,1033,1406,100,209,0,0,0,216,7,3,8531,18,1071,1403
forest,63741,1054,0,0,14662,0,1585,1229,1107,250,587,0,1,0,0,0,3,10773,0,1302,391
forest,64596,1427,0,0,14292,0,798,810,991,171,537,0,0,0,314,0,0,9946,0,1064,1516
beach,65069,1113,0,0,13715,0,765,137,1141,0,797,0,0,0,861,0,0,9702,0,1562,1332
beach,66350,1438,0,0,14252,0,1268,228,983,0,476,50,0,0,429,7,0,7082,0,972,3089
cold_ocean,66600,1070,0,4,13884,0,1010,630,1127,0,324,26,0,0,101,26,0,6019,8,1599,4619
cold_ocean,66219,290,0,0,15076,0,1128,277,1353,0,414,65,0,0,28,17,0,6756,24,954,4603
cold_ocean,66681,799,0,0,14115,0,1037,265,882,0,488,134,0,0,0,25,0,8307,32,1029,3360
cold_ocean,66175,540,0,0,14490,0,1505,310,1271,0,708,106,0,0,6,15,0,7517,22,1123,3425
cold_ocean,66074,850,0,17,14194,0,384,205,770,0,438,0,0,0,235,20,0,9531,12,1572,2870
cold_ocean,65890,1123,0,4,13515,0,807,389,765,0,743,0,0,0,194,18,0,8416,22,1894,3370
cold_ocean,66194,637,0,0,14252,0,1260,161,1324,0,1006,0,14,0,0,26,0,7303,30,1082,3947
cold_ocean,68205,1182,0,0,11989,0,882,294,332,0,708,0,0,0,0,14,0,7470,26,1336,4046
cold_ocean,66694,946,0,0,13929,0,733,385,161,0,643,241,0,0,0,12,0,7899,18,1047,4522
cold_ocean,66067,1221,0,0,14427,0,593,25,775,0,872,302,0,0,0,12,0,7664,22,1179,3428
cold_ocean,67705,636,0,0,11707,0,568,230,1160,0,1031,0,0,0,15,19,0,7842,10,1591,3828
cold_ocean,67050,1282,0,0,13493,0,800,364,858,0,571,0,0,0,0,34,0,7339,26,1518,3906
cold_ocean,67674,543,0,0,13442,0,1228,180,1165,0,775,83,0,0,0,18,0,7204,14,755,4042
cold_ocean,66350,968,0,0,14041,0,632,141,468,0,507,365,0,0,3,11,0,8504,8,1099,4115
cold_ocean,67034,1122,0,0,14265,0,682,314,236,0,716,260,0,0,0,17,0,7370,16,971,4236
cold_ocean,66340,689,0,0,14002,0,889,92,456,0,415,0,0,0,0,14,0,7198,8,1151,6018
forest,66442,1112,0,0,13921,0,462,194,1399,2,504,0,0,0,31,10,0,6063,6,993,6018
forest,65558,1279,0,10,13788,0,999,691,1174,186,457,0,0,0,39,0,2,9019,0,1525,1857
forest,66623,999,0,0,14030,0,1057,481,829,98,475,0,0,0,19,0,5,9365,0,537,2501
forest,66596,1050,96,19,13325,0,1811,1163,1400,67,470,0,39,0,134,1,0,8374,2,1421,1089
cold_ocean,66567,1170,0,23,12929,0,478,731,1531,0,593,106,625,0,358,19,0,8712,26,1587,1695
cold_ocean,66090,823,181,1,14879,0,848,355,825,0,591,262,107,0,159,23,0,7550,18,1166,3231
forest,66357,775,232,0,14452,0,687,526,1209,0,533,16,0,0,100,7,0,5367,2,743,5527
beach,69120,1400,448,0,10983,0,937,396,1018,0,164,0,0,0,748,0,0,8595,0,662,1158
beach,67828,998,248,0,13116,0,996,136,443,0,418,0,0,0,515,2,0,8240,0,1131,2399
river,67532,1181,0,2,13457,0,955,215,474,0,583,0,0,0,234,0,0,6710,0,1212,2224
river,66425,1532,0,17,14351,0,1262,450,965,0,345,0,42,0,398,0,0,8850,2,993,817
river,66106,780,0,0,14529,0,1137,626,1071,156,321,0,0,0,31,6,4,11283,4,958,157
river,65933,1220,0,12,14478,0,1279,675,1221,56,218,0,0,0,50,0,0,9418,0,1311,1242
beach,66689,995,0,0,13055,1,1478,399,768,14,886,0,53,0,415,0,0,9801,0,582,787
beach,69257,1543,0,0,10546,0,750,291,884,0,313,0,195,0,698,0,0,11032,0,441,767
beach,67065,1295,0,0,12392,0,1090,278,708,25,350,0,1,0,746,0,2,10319,0,1312,1349
forest,66893,725,0,0,12840,0,944,698,1122,53,308,0,0,0,393,0,1,9600,0,1579,1984
forest,67277,1147,0,0,12353,0,568,984,955,241,428,0,0,0,28,0,6,11038,0,631,1321
forest,67481,1165,0,0,10817,0,1450,1063,381,249,820,0,0,0,0,0,4,10937,0,1133,1004
forest,66610,1635,0,0,12829,0,1032,878,1366,252,422,0,0,0,0,0,7,9838,0,752,879
forest,65175,1093,0,0,14742,0,676,897,912,250,895,0,0,0,0,0,2,10315,0,1058,568
taiga,67793,993,0,0,13478,6,689,1080,1017,251,441,0,0,0,0,0,1,8074,0,776,1939
taiga,66587,1021,0,0,14189,0,915,1375,575,248,590,0,0,0,0,0,0,7975,0,876,2194
taiga,66026,874,0,0,13837,0,908,668,1167,122,881,0,0,0,579,0,0,8836,0,800,1312
beach,67347,451,0,0,12983,0,1316,295,978,0,531,0,0,0,980,0,0,9178,0,986,666
beach,67572,981,0,0,13399,0,1240,124,164,0,250,0,6,0,532,0,0,9305,0,1044,2333
beach,66842,1430,0,0,12900,0,713,274,1109,0,634,0,6,0,786,0,0,9783,0,1103,676
beach,66717,1155,94,9,13530,0,1130,513,1585,2,386,0,0,0,650,11,0,8893,10,1278,633
river,66345,1009,78,21,14190,0,1108,742,404,0,741,0,0,0,329,24,0,7511,26,998,3569
river,65966,905,15,15,14028,0,773,489,727,0,440,0,0,0,180,54,0,6135,46,1552,5891
river,65870,974,4,12,13751,5,1227,426,1744,2,150,0,0,0,569,18,0,9400,10,1325,1470
river,65880,979,0,13,14135,5,1469,605,1256,0,570,0,0,0,471,10,0,9567,18,1184,905
river,65792,1203,0,20,14776,1,1132,887,1682,0,517,0,0,0,235,30,0,7912,26,1278,1695
river,65792,787,0,147,14969,4,1250,1026,1454,0,386,0,0,0,286,11,0,8713,12,1160,1133
old_growth_birch_forest,65695,942,0,39,15443,0,977,1342,1412,46,323,0,0,0,209,0,6,8250,2,1029,1426
old_growth_birch_forest,65201,1038,0,111,14819,0,802,958,880,234,357,0,0,0,51,0,19,10111,0,889,1387
old_growth_birch_forest,65225,1206,137,181,14520,0,1589,1114,731,251,464,0,27,0,0,0,7,10215,0,978,0
old_growth_birch_forest,65567,794,0,162,14342,0,1431,567,1108,215,529,0,2,0,3,0,6,10691,0,1419,3
old_growth_birch_forest,65892,1585,0,104,14838,0,959,606,983,221,266,0,79,0,4,0,16,10103,0,1085,30
old_growth_birch_forest,66434,1030,0,356,14145,0,760,694,824,249,304,0,5,0,0,0,6,10837,0,944,0
old_growth_birch_forest,67373,534,0,409,12270,0,1010,592,1009,244,547,0,11,291,0,0,21,10853,0,1182,0
dark_forest,66966,949,0,118,12321,4,1162,1123,534,238,678,0,0,480,0,0,93,10396,0,1183,0
dark_forest,70088,963,0,344,9575,0,846,1298,890,242,354,0,0,490,0,0,43,9987,0,961,21
dark_forest,69570,1039,122,493,10025,0,727,1348,1119,239,408,0,65,353,0,0,11,9793,0,898,0
dark_forest,68715,1287,0,542,11140,0,935,977,630,231,245,0,0,379,0,0,14,10762,0,436,0
dark_forest,66035,1264,0,541,13643,0,1010,782,1206,167,695,0,28,162,242,0,4,10279,0,456,0
beach,65591,956,0,614,14374,0,1570,289,626,0,570,0,90,0,639,0,0,8758,0,1253,1362
ocean,67317,1121,0,614,12722,0,792,288,973,0,662,0,2,114,28,0,1,7229,0,1166,4176
ocean,67334,989,0,553,12442,0,694,375,678,0,591,0,1,182,0,25,38,7215,22,1488,4565
ocean,66805,399,0,992,12681,0,1203,200,426,0,633,0,0,172,0,20,1,7360,8,1073,5256
ocean,67960,944,0,854,10813,0,646,108,503,0,683,0,0,415,0,34,51,6035,30,1334,6645
ocean,70568,914,0,1450,9799,0,955,188,204,0,682,0,0,432,0,21,41,6731,22,594,4466
ocean,70520,1458,0,967,9363,0,636,352,615,0,772,0,0,395,0,44,62,6923,44,742,4323
ocean,70096,477,0,1013,8498,0,952,220,530,0,602,0,0,390,0,19,32,7676,22,992,5557
ocean,66666,718,0,1184,12314,0,685,275,745,0,410,0,0,100,0,25,2,7762,28,1564,4738
ocean,65837,1402,141,1453,12438,0,938,163,1007,0,655,416,0,0,0,26,0,7460,18,1409,3754
ocean,65792,815,45,1232,13547,0,1253,7,808,0,751,363,0,0,0,33,0,7942,28,1199,3357
ocean,65792,886,0,1345,14323,0,1054,239,502,0,879,291,0,0,0,33,0,7008,26,1212,3490
beach,65792,745,0,863,13705,0,907,72,654,0,613,46,0,0,588,6,0,9163,6,1516,1965
beach,65792,1173,0,760,14221,0,987,398,1194,0,742,0,0,0,506,0,0,7983,0,1060,1954
river,65792,1308,0,761,14543,0,1408,522,1098,0,519,0,53,0,80,0,0,7551,0,1139,2419
river,65792,1051,0,1220,14483,0,1421,186,1084,0,590,0,0,0,0,8,0,8201,8,744,2405
river,66471,1109,0,978,13781,0,1290,256,489,0,661,0,0,0,49,17,0,7664,14,1225,1627
river,65652,957,0,933,14395,0,1379,816,479,18,824,0,0,0,41,21,2,9444,38,1063,1007
dark_forest,65504,989,0,1426,13651,0,943,1231,1454,99,618,0,0,9,17,0,7,9265,0,1171,449
dark_forest,65757,715,0,526,15245,0,1577,847,1247,0,167,0,0,0,305,14,0,8449,8,924,1342
river,65967,359,0,579,14016,0,794,346,1289,0,1026,0,0,35,4,4,10,7131,0,1163,4502
dark_forest,66778,763,0,556,13740,2,511,181,1035,0,546,0,1,230,205,0,33,6303,0,1311,5032
dark_forest,67071,685,0,333,13935,0,1064,651,886,3,407,0,169,241,303,0,19,6438,0,1626,3317
dark_forest,67399,1020,0,300,13938,0,895,984,827,106,466,0,3,130,175,0,21,7995,0,871,1762
birch_forest,67435,998,0,197,12125,0,641,945,1022,244,674,0,0,238,0,0,15,9455,0,1076,1578
birch_forest,65209,1077,0,335,14045,0,992,738,1107,249,730,0,0,55,0,0,11,11252,0,924,11
birch_forest,63731,1497,0,20,13906,0,957,794,1262,250,485,0,0,83,0,0,29,12945,0,754,39
taiga,57918,1362,0,20,14817,0,1202,1023,746,254,461,0,0,0,0,0,2,17457,0,1254,329
taiga,55764,1003,0,0,13629,1,1074,1456,1414,249,808,0,0,0,0,0,0,19454,0,1381,205
taiga,54603,1124,0,200,12651,0,1330,1430,1371,248,530,0,0,0,0,0,0,20880,0,1352,0
