,ID,Gender,Race,Age,Age_Group,Income,Credit_Score,Loan_Amount,Employment_Type,Education_Level,Citizenship_Status,Language_Proficiency,Disability_Status,Criminal_Record,Zip_Code_Group,Loan_Approved
4709,4452,Female,White,35,25-60,29515.64,608,166761,Part-time,High School,Citizen,Limited,Yes,No,Working Class Urban,Denied
4710,5340,Male,White,61,Over 60,39802.71,734,405180,Gig,Some College,Citizen,Fluent,No,No,Rural,Approved
4711,7032,Female,Asian,39,25-60,275026.29,746,414064,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
4712,4578,Female,Black,68,Over 60,62935.87,699,55323,Full-time,Bachelor's,Citizen,Limited,No,No,Working Class Urban,Approved
4713,8778,Male,White,46,25-60,292780.79,738,105006,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,Approved
4714,5170,Female,Hispanic,47,25-60,50075.56,669,298053,Full-time,Some College,Permanent Resident,Fluent,No,No,Working Class Urban,Denied
4715,9221,Male,White,74,Over 60,89574.34,741,300905,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
4716,1951,Female,White,35,25-60,113056.66,733,206387,Part-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
4717,1504,Male,Multiracial,55,25-60,25907.7,605,403664,Full-time,High School,Citizen,Limited,Yes,No,Rural,Denied
4718,7163,Female,White,23,Under 25,88886.25,667,362909,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Approved
4719,4809,Female,Black,62,Over 60,146827.74,749,72525,Part-time,Some College,Citizen,Fluent,Yes,No,High-income Suburban,Approved
4720,9389,Male,White,80,Over 60,22678.26,691,274218,Full-time,High School,Permanent Resident,Limited,Yes,No,Historically Redlined,Approved
4721,3288,Female,White,69,Over 60,43327.39,706,62406,Full-time,Some College,Citizen,Fluent,No,No,Rural,Approved
4722,3866,Female,White,31,25-60,100842.77,730,241159,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Approved
4723,7795,Male,White,29,25-60,74730.36,656,420037,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,Denied
4724,9753,Female,White,46,25-60,59143.21,638,439347,Gig,Some College,Citizen,Fluent,No,No,Historically Redlined,Denied
4725,2938,Female,Black,45,25-60,34288.76,599,322822,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
4726,2582,Male,White,50,25-60,63808.53,601,68079,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,Approved
4727,5012,Female,White,59,25-60,81106.32,698,449550,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
4728,7349,Male,White,63,Over 60,59405.12,716,288505,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Historically Redlined,Approved
4729,426,Female,White,49,25-60,75774.97,614,152645,Self-employed,Some College,Citizen,Limited,No,No,Urban Professional,Denied
4730,9827,Non-binary,Black,26,25-60,129442.8,696,355523,Self-employed,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
4731,5453,Male,Black,56,25-60,60339.7,655,265409,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
4732,6450,Male,White,31,25-60,106865.26,711,322018,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
4733,7130,Male,White,47,25-60,146532.46,741,335844,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
4734,4363,Female,Multiracial,78,Over 60,171820.56,794,246491,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
4735,4969,Male,White,42,25-60,39230.37,712,145495,Gig,High School,Citizen,Fluent,No,No,Rural,Approved
4736,8536,Female,White,50,25-60,60616.17,652,393050,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Working Class Urban,Denied
4737,3634,Male,White,36,25-60,37754.04,620,188849,Full-time,High School,Permanent Resident,Fluent,No,No,Rural,Approved
4738,7436,Female,Hispanic,39,25-60,293296.8,703,193420,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
4739,7058,Male,White,54,25-60,43786.82,659,359620,Full-time,High School,Citizen,Fluent,No,No,Rural,Approved
4740,827,Male,Asian,42,25-60,147618.34,653,310966,Full-time,Graduate,Citizen,Limited,No,No,Urban Professional,Approved
4741,4344,Male,Black,21,Under 25,71265.68,589,246987,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,Approved
4742,9715,Male,White,48,25-60,237063.85,718,273903,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,Approved
4743,3320,Female,Black,21,Under 25,72212.3,624,344500,Self-employed,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
4744,8568,Male,White,29,25-60,107905.28,684,109809,Full-time,Graduate,Citizen,Fluent,No,No,Historically Redlined,Approved
4745,9040,Non-binary,White,23,Under 25,169136.23,645,286378,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
4746,7039,Male,White,31,25-60,38922.81,684,271375,Full-time,Some College,Citizen,Fluent,Yes,No,Rural,Approved
4747,9965,Female,White,26,25-60,88418.69,715,316631,Full-time,Some College,Citizen,Limited,No,No,Urban Professional,Approved
4748,1071,Male,Hispanic,46,25-60,21723.68,614,291496,Full-time,High School,Permanent Resident,Limited,No,No,Historically Redlined,Denied
4749,2593,Non-binary,Hispanic,20,Under 25,91102.63,668,396202,Full-time,Some College,Citizen,Fluent,Yes,No,Urban Professional,Approved
4750,1990,Female,White,36,25-60,115783.05,709,199882,Full-time,Bachelor's,Citizen,Limited,Yes,No,Urban Professional,Approved
4751,9256,Female,White,56,25-60,55420.47,690,296022,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Approved
4752,961,Male,White,59,25-60,103038.42,729,206531,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Approved
4753,6472,Male,White,76,Over 60,113359.94,804,297618,Self-employed,High School,Citizen,Fluent,Yes,No,High-income Suburban,Approved
4754,9972,Female,Black,58,25-60,34322.01,573,157210,Full-time,High School,Citizen,Limited,No,No,Rural,Denied
4755,2147,Female,Asian,18,Under 25,95289.46,592,150966,Full-time,Graduate,Citizen,Limited,No,Yes,Urban Professional,Approved
4756,8305,Female,Black,27,25-60,125471.09,738,383903,Self-employed,Some College,Citizen,Fluent,No,No,High-income Suburban,Approved
4757,4235,Male,White,70,Over 60,116106.34,804,299945,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
4758,6227,Male,Hispanic,68,Over 60,16931.54,657,130973,Full-time,Some College,Citizen,Limited,No,Yes,Rural,Denied
4759,9937,Male,White,61,Over 60,65333.22,697,444309,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,Approved
4760,894,Female,White,31,25-60,45685.82,706,91639,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,Denied
4761,5747,Female,White,63,Over 60,85553.48,728,427682,Gig,High School,Citizen,Fluent,No,No,Urban Professional,Approved
4762,1448,Male,White,18,Under 25,38351.4,556,212345,Full-time,Graduate,Citizen,Limited,No,Yes,Rural,Denied
4763,9895,Male,White,69,Over 60,42200.31,712,82545,Part-time,Some College,Citizen,Limited,No,No,Working Class Urban,Approved
4764,9459,Female,Black,21,Under 25,47682.41,595,81664,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Approved
4765,4271,Male,Hispanic,19,Under 25,145503.49,664,321984,Part-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Denied
4766,2588,Male,White,70,Over 60,117649.43,797,121980,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
4767,9685,Female,White,29,25-60,87796.12,708,371756,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Approved
4768,3319,Male,Black,53,25-60,92964.74,638,369301,Full-time,Bachelor's,Citizen,Fluent,No,Yes,Urban Professional,Denied
4769,2223,Male,White,21,Under 25,51323.35,571,306923,Full-time,Some College,Visa Holder,Fluent,No,No,Historically Redlined,Denied
4770,9474,Male,White,39,25-60,99231.02,726,238039,Part-time,Graduate,Visa Holder,Fluent,No,No,Historically Redlined,Approved
4771,3547,Female,Black,42,25-60,87052.95,711,289372,Part-time,Bachelor's,Citizen,Fluent,No,No,Rural,Approved
4772,740,Female,Hispanic,32,25-60,91091.85,737,65879,Full-time,High School,Permanent Resident,Fluent,No,No,High-income Suburban,Denied
4773,620,Male,White,72,Over 60,129109.27,802,323324,Full-time,Graduate,Citizen,Fluent,Yes,No,Working Class Urban,Approved
4774,3632,Male,White,82,Over 60,88582.77,752,222181,Full-time,Graduate,Citizen,Fluent,No,No,Rural,Approved
4775,3821,Male,White,56,25-60,196010.86,770,67440,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
4776,3670,Male,Hispanic,33,25-60,45165.03,613,137510,Full-time,High School,Citizen,Fluent,No,No,Rural,Denied
4777,5457,Male,Hispanic,33,25-60,20436.36,546,352953,Self-employed,High School,Citizen,Fluent,No,Yes,Historically Redlined,Denied
4778,6973,Female,White,69,Over 60,102662.39,741,441942,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
4779,710,Male,Hispanic,55,25-60,68113.76,682,427100,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Approved
4780,2435,Female,White,23,Under 25,57733.95,596,176034,Part-time,Bachelor's,Permanent Resident,Fluent,No,No,Rural,Approved
4781,88,Female,Hispanic,45,25-60,44818.16,676,281611,Part-time,Some College,Citizen,Fluent,Yes,No,Rural,Denied
4782,5765,Female,Asian,25,25-60,99300.16,708,84350,Gig,Graduate,Citizen,Fluent,Yes,No,Working Class Urban,Approved
4783,1654,Male,Black,75,Over 60,111913.86,738,409443,Part-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
4784,3799,Female,White,65,Over 60,35441.29,778,447792,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
4785,4029,Male,Black,49,25-60,43208.06,704,296793,Full-time,High School,Permanent Resident,Fluent,No,No,Historically Redlined,Denied
4786,7396,Male,Black,55,25-60,71811.39,657,130329,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Denied
4787,7323,Female,Asian,29,25-60,162489.7,676,189712,Full-time,Bachelor's,Citizen,Limited,No,No,High-income Suburban,Approved
4788,7477,Female,White,58,25-60,33193.76,624,324250,Part-time,Some College,Citizen,Limited,No,No,Working Class Urban,Denied
4789,4188,Male,White,23,Under 25,141343.69,609,97632,Full-time,Bachelor's,Citizen,Limited,No,No,High-income Suburban,Approved
4790,6035,Male,White,76,Over 60,45916.93,757,83334,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Approved
4791,9582,Female,Black,43,25-60,101370.89,666,143694,Self-employed,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
4792,9570,Male,Asian,24,Under 25,71223.56,608,262594,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,Denied
4793,6623,Male,White,80,Over 60,186840.9,850,237637,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
4794,3030,Female,Black,53,25-60,43021.06,656,246968,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
4795,3,Female,White,27,25-60,82788.09,687,401760,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
4796,2254,Male,Black,65,Over 60,40889.87,730,97019,Gig,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
4797,8893,Male,Asian,78,Over 60,250918.68,712,338301,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
4798,6143,Male,White,73,Over 60,75757.03,720,305387,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Approved
4799,1119,Female,Black,25,25-60,75120.18,650,212603,Gig,High School,Citizen,Limited,No,No,High-income Suburban,Denied
4800,876,Male,Hispanic,80,Over 60,38132.87,635,114737,Full-time,High School,Citizen,Fluent,No,No,Rural,Denied
4801,8827,Male,Asian,54,25-60,67513.35,651,62782,Full-time,Graduate,Citizen,Limited,No,No,Rural,Denied
4802,4611,Male,Black,78,Over 60,38408.3,688,148955,Full-time,Some College,Citizen,Fluent,No,Yes,Rural,Approved
4803,6588,Male,White,40,25-60,150285.81,682,341728,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Approved
4804,64,Female,White,33,25-60,56043.94,626,128474,Self-employed,Bachelor's,Citizen,Fluent,No,No,Rural,Denied
4805,1312,Male,Black,33,25-60,58762.11,589,66973,Part-time,High School,Citizen,Fluent,No,Yes,Urban Professional,Denied
4806,8088,Male,Black,42,25-60,44449.43,629,445051,Full-time,Some College,Citizen,Fluent,Yes,No,Historically Redlined,Approved
4807,6614,Female,White,34,25-60,109006.18,740,191589,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Approved
4808,4908,Female,Hispanic,67,Over 60,89292.57,779,126438,Full-time,Some College,Citizen,Fluent,No,Yes,High-income Suburban,Approved
4809,1648,Female,Multiracial,45,25-60,59991.13,701,197537,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
4810,1759,Female,Black,30,25-60,35918.33,665,151690,Self-employed,Some College,Citizen,Fluent,No,No,Rural,Denied
4811,1465,Male,Hispanic,46,25-60,122794.29,704,164281,Full-time,Some College,Visa Holder,Fluent,Yes,No,High-income Suburban,Approved
4812,4072,Female,Hispanic,50,25-60,106302.89,723,178560,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
4813,5549,Non-binary,White,32,25-60,149247.69,721,360065,Part-time,High School,Permanent Resident,Fluent,No,No,High-income Suburban,Approved
4814,1003,Female,Black,79,Over 60,55679.31,726,80835,Full-time,High School,Citizen,Fluent,Yes,No,Working Class Urban,Approved
4815,6550,Male,White,39,25-60,201349.95,703,439969,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
4816,9956,Male,White,29,25-60,34606.23,606,121190,Full-time,High School,Permanent Resident,Limited,No,No,Working Class Urban,Denied
4817,7355,Female,White,68,Over 60,100080.29,774,166118,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Approved
4818,671,Female,White,65,Over 60,39269.49,753,112013,Self-employed,High School,Citizen,Fluent,No,No,Historically Redlined,Approved
4819,3875,Male,White,42,25-60,81565.82,779,292483,Part-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
4820,3544,Female,Black,47,25-60,211024.37,696,102104,Full-time,Bachelor's,Visa Holder,Fluent,No,No,High-income Suburban,Approved
4821,743,Female,White,20,Under 25,202608.39,631,314342,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,Denied
4822,4322,Female,White,25,25-60,80227.94,707,245988,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
4823,3539,Male,Hispanic,42,25-60,128190.96,709,121862,Gig,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
4824,5564,Male,Black,31,25-60,165811.05,688,345456,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
4825,6625,Male,Black,80,Over 60,132220.28,803,412274,Gig,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
4826,9689,Male,White,67,Over 60,42651.34,727,439730,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined,Approved
4827,3753,Female,White,41,25-60,160150.17,716,433143,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
4828,3949,Male,White,67,Over 60,97910.62,793,409781,Gig,High School,Citizen,Fluent,No,No,Urban Professional,Approved
4829,2365,Male,White,25,25-60,112209.1,742,373119,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,Approved
4830,8518,Female,Asian,65,Over 60,69774.23,691,69729,Full-time,Graduate,Citizen,Limited,No,No,Working Class Urban,Approved
4831,9000,Female,Hispanic,71,Over 60,103415.52,787,284785,Part-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
4832,6430,Female,White,66,Over 60,33492.99,666,284275,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined,Denied
4833,2313,Female,White,19,Under 25,49468.45,593,424551,Self-employed,High School,Citizen,Fluent,Yes,No,Working Class Urban,Denied
4834,1302,Male,White,33,25-60,251067.25,727,78745,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,Approved
4835,1437,Male,White,29,25-60,45106.6,574,274611,Full-time,High School,Citizen,Fluent,Yes,Yes,High-income Suburban,Denied
4836,1007,Male,White,60,25-60,46241.67,672,426931,Self-employed,Some College,Citizen,Fluent,Yes,No,Working Class Urban,Approved
4837,6733,Female,Hispanic,67,Over 60,53626.15,747,163103,Self-employed,High School,Permanent Resident,Fluent,No,No,Historically Redlined,Approved
4838,1251,Male,White,36,25-60,247839.6,712,416225,Unemployed,Graduate,Citizen,Fluent,No,No,Urban Professional,Approved
4839,4700,Female,White,25,25-60,194006.29,743,183056,Full-time,Graduate,Citizen,Fluent,Yes,No,Urban Professional,Approved
4840,922,Male,Black,77,Over 60,173619.38,797,109025,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,High-income Suburban,Approved
4841,8275,Female,White,52,25-60,61362.18,663,377905,Full-time,Graduate,Citizen,Fluent,No,Yes,Historically Redlined,Denied
4842,1070,Male,White,54,25-60,107565.23,704,151797,Full-time,High School,Citizen,Fluent,Yes,No,High-income Suburban,Approved
4843,9349,Female,White,28,25-60,123635.66,701,420388,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,Approved
4844,965,Male,White,62,Over 60,82542.14,766,127538,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
4845,6806,Male,Hispanic,63,Over 60,58276.91,706,365594,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,Approved
4846,8951,Female,White,35,25-60,141808.39,658,267868,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Denied
4847,4042,Male,Asian,21,Under 25,104893.73,606,289717,Self-employed,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
4848,4065,Male,White,80,Over 60,29378.93,650,221421,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Denied
4849,7123,Male,Hispanic,70,Over 60,84801.05,746,423776,Full-time,Graduate,Citizen,Fluent,No,No,Rural,Approved
4850,4224,Male,Hispanic,21,Under 25,32706.71,519,343683,Self-employed,Some College,Citizen,Fluent,Yes,No,Historically Redlined,Denied
4851,5595,Female,White,50,25-60,45324.19,717,271784,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Approved
4852,8754,Male,Asian,32,25-60,205950.24,714,345644,Self-employed,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
4853,9053,Male,Black,21,Under 25,106907.95,594,283313,Full-time,Bachelor's,Citizen,Fluent,No,Yes,Urban Professional,Denied
4854,5998,Female,White,81,Over 60,75131.57,711,98227,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
4855,4457,Female,Hispanic,58,25-60,85340.93,646,259001,Part-time,High School,Citizen,Fluent,No,Yes,High-income Suburban,Denied
4856,7388,Female,White,26,25-60,48407.84,638,290611,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
4857,6824,Female,White,40,25-60,143326.78,741,107252,Gig,Some College,Permanent Resident,Fluent,Yes,No,Urban Professional,Approved
4858,7407,Female,White,36,25-60,60981.87,672,128326,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,Denied
4859,3703,Female,Hispanic,42,25-60,112382.55,768,340093,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
4860,1774,Male,White,76,Over 60,132533.59,746,290202,Gig,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
4861,1289,Female,White,23,Under 25,37542.19,634,417849,Gig,Some College,Citizen,Fluent,No,No,Historically Redlined,Denied
4862,9519,Male,Multiracial,69,Over 60,70332.14,713,422350,Full-time,Some College,Citizen,Limited,No,No,High-income Suburban,Approved
4863,2165,Female,White,45,25-60,49820.19,665,68941,Self-employed,Some College,Citizen,Fluent,No,No,Rural,Approved
4864,2684,Male,Hispanic,38,25-60,97650.55,735,276142,Full-time,Some College,Citizen,Limited,No,No,High-income Suburban,Approved
4865,4984,Female,White,21,Under 25,104507.78,624,387439,Part-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
4866,7713,Female,White,59,25-60,64817.11,646,143747,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban,Denied
4867,8611,Female,White,57,25-60,52469.3,673,234153,Full-time,Some College,Citizen,Fluent,No,No,Rural,Denied
4868,8291,Male,White,70,Over 60,270557.83,747,357600,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,Approved
4869,7612,Female,White,29,25-60,63529.68,648,105923,Full-time,Bachelor's,Visa Holder,Fluent,No,No,Historically Redlined,Approved
4870,4826,Female,White,66,Over 60,65396.01,720,130582,Full-time,Graduate,Citizen,Fluent,No,No,Rural,Approved
4871,2131,Male,White,74,Over 60,70789.76,721,374157,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
4872,6825,Female,Hispanic,39,25-60,157384.12,682,190648,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban,Approved
4873,5281,Male,Multiracial,74,Over 60,32444.41,691,68847,Full-time,Some College,Citizen,Limited,No,No,Rural,Approved
4874,31,Male,White,47,25-60,57905.8,649,228608,Unemployed,Some College,Citizen,Fluent,No,No,Working Class Urban,Denied
4875,7048,Male,Hispanic,73,Over 60,226590.47,772,289395,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
4876,7077,Male,White,28,25-60,290054.63,775,357490,Gig,Graduate,Permanent Resident,Fluent,No,No,High-income Suburban,Approved
4877,6057,Male,Multiracial,43,25-60,31292.86,622,435850,Self-employed,Some College,Visa Holder,Limited,No,No,Working Class Urban,Denied
4878,4196,Female,White,23,Under 25,115062.34,675,445457,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,Approved
4879,9008,Male,Black,60,25-60,82033.19,697,329340,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
4880,2955,Male,White,26,25-60,84770.43,776,359702,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
4881,2914,Male,Black,60,25-60,220216.58,677,198036,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
4882,1155,Female,White,60,25-60,55901.06,703,173016,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Approved
4883,9003,Female,White,62,Over 60,38953.55,720,154436,Full-time,Some College,Visa Holder,Fluent,No,No,Working Class Urban,Approved
4884,2575,Female,Asian,24,Under 25,47659.72,648,111349,Full-time,Some College,Citizen,Fluent,Yes,No,Working Class Urban,Denied
4885,3920,Male,White,39,25-60,151113.34,721,222570,Part-time,Some College,Permanent Resident,Fluent,No,No,Urban Professional,Approved
4886,3905,Male,White,37,25-60,99741.48,669,175034,Part-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Denied
4887,9967,Female,White,61,Over 60,102679.1,773,242974,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
4888,1936,Male,Black,42,25-60,13311.6,554,266782,Full-time,Some College,Citizen,Limited,No,Yes,Historically Redlined,Denied
4889,2204,Female,Hispanic,68,Over 60,50105.41,723,62022,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
4890,7916,Female,Black,24,Under 25,46977.77,588,237873,Full-time,High School,Citizen,Fluent,Yes,No,Working Class Urban,Denied
4891,3612,Male,White,54,25-60,97372.51,685,448741,Part-time,High School,Citizen,Fluent,No,No,Urban Professional,Approved
4892,2932,Male,White,27,25-60,75428.98,620,175728,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Denied
4893,5679,Female,Hispanic,20,Under 25,68074.48,593,161384,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,Denied
4894,771,Male,White,35,25-60,107274.26,745,382275,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,Approved
4895,4472,Female,White,27,25-60,168458.38,747,230689,Unemployed,Graduate,Permanent Resident,Limited,No,No,Urban Professional,Approved
4896,1659,Male,Asian,35,25-60,276742.33,707,105691,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban,Approved
4897,3464,Female,Hispanic,51,25-60,273062.83,765,192654,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,Approved
4898,8183,Male,Hispanic,81,Over 60,88633.41,823,114774,Part-time,High School,Citizen,Fluent,No,No,Urban Professional,Approved
4899,344,Male,White,38,25-60,186145.03,765,140265,Self-employed,Bachelor's,Citizen,Fluent,No,No,Urban Professional,Approved
4900,3942,Female,White,34,25-60,254019.61,745,382300,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,Approved
4901,4593,Male,White,55,25-60,92081.94,697,388666,Part-time,High School,Citizen,Fluent,No,No,Urban Professional,Approved
4902,8439,Male,White,26,25-60,63879.97,707,437674,Part-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,Denied
4903,1486,Male,Black,82,Over 60,183621.87,742,264708,Full-time,Bachelor's,Citizen,Fluent,Yes,No,High-income Suburban,Approved
4904,2827,Female,White,57,25-60,87168.83,755,139626,Part-time,Graduate,Citizen,Fluent,No,No,Historically Redlined,Approved
4905,9317,Female,White,53,25-60,34167.72,600,331988,Full-time,High School,Citizen,Fluent,No,No,Rural,Denied
4906,8515,Male,White,36,25-60,84770.73,721,180173,Full-time,High School,Citizen,Fluent,No,No,Urban Professional,Denied
4907,4180,Female,Black,64,Over 60,47745.64,697,360530,Full-time,Some College,Citizen,Fluent,No,No,Rural,Denied
4908,1685,Male,White,32,25-60,103263.61,670,296327,Self-employed,Graduate,Citizen,Fluent,No,No,Rural,Approved
4909,4620,Female,Asian,22,Under 25,254344.2,594,292591,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional,Approved
4910,2591,Male,Hispanic,43,25-60,40747.8,676,182030,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Approved
4911,1369,Female,Hispanic,57,25-60,129848.5,712,264021,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional,Approved
4912,5809,Female,White,44,25-60,255950.39,700,283480,Full-time,Graduate,Citizen,Fluent,Yes,No,High-income Suburban,Approved
4913,2628,Female,White,43,25-60,291805.23,727,391279,Gig,Graduate,Citizen,Fluent,No,No,High-income Suburban,Approved
4914,2133,Female,White,39,25-60,136136.36,723,381691,Part-time,Some College,Citizen,Fluent,No,No,High-income Suburban,Approved
4915,5756,Female,White,36,25-60,83008.41,774,68454,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban,Approved
4916,6210,Male,Hispanic,50,25-60,100338.41,715,79982,Part-time,High School,Citizen,Fluent,No,No,Urban Professional,Approved
4917,1384,Female,Black,47,25-60,47558.98,705,368108,Full-time,Bachelor's,Citizen,Limited,No,No,Historically Redlined,Approved
4918,5308,Female,White,24,Under 25,47705.99,572,383435,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined,Denied
4919,5996,Female,White,28,25-60,92104.43,741,359941,Gig,Some College,Permanent Resident,Fluent,No,No,High-income Suburban,Approved
4920,1001,Female,White,40,25-60,85683.59,743,164268,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban,Approved
4921,880,Male,Black,76,Over 60,63027.08,617,423291,Full-time,Graduate,Citizen,Fluent,No,Yes,Working Class Urban,Approved
4922,1315,Female,Hispanic,81,Over 60,44791.17,698,74218,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban,Denied
4923,5517,Male,White,66,Over 60,81231.49,750,290419,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined,Approved
4924,2316,Female,White,53,25-60,65570.99,668,410520,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural,Denied
4925,6535,Male,White,33,25-60,73005.41,666,271483,Unemployed,High School,Citizen,Fluent,No,No,Urban Professional,Approved
4926,4137,Male,Asian,36,25-60,344358.65,757,308250,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban,Approved
